,subject,nll,bic,model,alpha,gamma,theta,phi,beta
13,13,144.5883673489363,316.25723670889465,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-gaze-dependent,0.7136572194836714,0.7708657700010134,0.8346609019684531,0.009057455959934055,0.10534496173026199
