,subject,nll,bic,model,alpha,gamma,theta,phi,beta
27,27,131.1919086922127,289.4643193954475,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-gaze-dependent,0.25261956105504896,1.0,0.8937276251670268,0.036180132820412846,0.9241800035181397
