,subject,nll,bic,model,alpha,gamma,theta,phi,beta
6,6,137.3484132039054,301.7773284188329,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-gaze-dependent,0.8648826604425903,0.8722066734902165,0.9049642959044667,0.0,0.09116800069829872
