,subject,nll,bic,model,alpha,gamma,theta,phi,beta
14,14,190.2237944669257,407.5280909448735,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-gaze-dependent,0.44207683451963176,0.4444298259598629,0.8452739372795554,0.013057075682685956,0.35253419955369203
