,subject,nll,bic,model,alpha,gamma,theta,phi,beta
35,35,171.95671576761634,370.99393354625477,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-gaze-dependent,0.2646148297487532,1.0,0.9012220331666527,0.019621442345055657,0.4067840747201748
