,subject,nll,bic,model,w_p,theta,lam,phi,beta
14,14,145.5116859822725,318.10387397556707,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-free_inh-gaze-dependent,0.5589771960954114,0.5800435475904826,0.7336914067303888,0.0,8.523784454981472
