,subject,nll,bic,model,w_p,theta,lam,phi,beta
12,12,119.47210518403467,266.02471237909145,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-free_inh-gaze-dependent,0.8093801447142844,0.8222930301383822,0.8816306721602162,0.017717580558024717,10.0
