,subject,nll,bic,model,alpha,gamma,lam,phi,wd,w_p,beta
24,24,84.71584319835875,207.34438921214846,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-gaze-dependent_inh-distance-dependent,0.2543086777421833,0.9859967902059446,0.9631071919227024,0.000219550580053381,32.88840646585315,0.23802723796466807,1.2041082393321048
