,subject,nll,bic,model,alpha,gamma,lam,phi,wd,w_p,beta
22,22,144.52079518722383,326.95429318987857,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-gaze-dependent_inh-distance-dependent,0.08195372835591706,0.9870377114392033,0.6779741527355359,9.02611453964539e-05,36.7990064906031,0.7093961291926787,0.9917008475191147
