,subject,nll,bic,model,alpha,gamma,lam,phi,wd,w_p,beta
16,16,95.73400716664975,229.38071714873044,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-gaze-dependent_inh-distance-dependent,0.9871753223101564,0.3898722899580451,0.1444364611125979,1.1563348140588067e-05,1.9995276262018977,0.32977149124687477,0.26046654512231
