,subject,nll,bic,model,alpha,gamma,lam,phi,wd,w_p,beta
7,7,113.0027104604172,263.91812373626533,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-gaze-dependent_inh-distance-dependent,2.0920173175871786,0.9991681588819792,0.5780476279783486,0.00020134791602256398,32.7307381844641,0.9146107570693376,0.003205880824727822
