,subject,nll,bic,model,w_p,eta,beta
33,33,216.32863211654956,448.90556543971235,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-none,0.6247342282909181,1.0,1.0174922467560972
