,subject,nll,bic,model,w_p,eta,beta
27,27,183.81163888966745,383.87157898594813,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-none,0.8141210736145,1.0,2.1276148359507903
