,subject,nll,bic,model,w_p,eta,beta
11,11,196.7761833054284,409.80066781747,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-none,0.7590457299436256,1.0,1.0765159802392195
