,subject,nll,bic,model,w_p,eta,beta
1,1,177.47252718964813,371.1933555859095,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-none,0.7233947183745807,1.0,0.9306788232265285
