,subject,nll,bic,model,w_p,eta,beta
41,41,236.46834559118872,489.1849923889907,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-none,0.5805781931337881,1.0,0.4275266461665052
