,subject,nll,bic,model,w_p,eta,beta
6,6,186.1848809944878,388.61806319558883,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-none,0.4906222637574789,0.9163729051832449,0.8105721583159506
