,subject,nll,bic,model,w_p,eta,beta
3,3,205.47610198512763,427.2005051768685,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-none,0.6926683783711274,1.0,1.1573210384541488
