,subject,nll,bic,model,w_p,eta,beta
31,31,91.09961912164675,198.44753944990677,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-none,0.9584883787036876,1.0,1.4441062014046777
