,subject,nll,bic,model,w_p,eta,beta
14,14,234.73562889804424,485.7195590027017,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-none,0.5551656488419433,1.0,0.34371108858205146
