,subject,nll,bic,model,w_p,eta,beta
0,0,242.29178594273094,500.8318730920751,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-none,0.4466302168842634,1.0,0.09326888488537637
