,subject,nll,bic,model,w_p,eta,beta
9,9,179.7593717054982,375.76704461760966,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-none,0.7982982099703732,1.0,1.810681958767345
