,subject,nll,bic,model,w_p,eta,beta
15,15,217.16518635617285,450.57867391895894,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-none,0.8233367923507408,1.0,0.6845017233555746
