,subject,nll,bic,model,w_p,eta,beta
19,19,231.00484238226656,478.25798597114635,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-none,0.5263411625579607,1.0,0.33799160907937353
