,subject,nll,bic,model,alpha,gamma,phi,beta
27,27,173.0761264310279,367.81665447087346,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-gaze-dependent,0.24666753515626347,1.0,0.06434085757342359,0.47414739834881237
