,subject,nll,bic,model,alpha,gamma,phi,beta
38,38,194.0883167134873,409.8410350357923,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-gaze-dependent,0.7995339039038504,0.746513291920867,0.0,0.08100272095091719
