,subject,nll,bic,model,alpha,gamma,phi,beta
39,39,190.18292809601596,402.0302578008496,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-gaze-dependent,1.511273691965778,1.0,0.0,0.0066712484134872725
