,subject,nll,bic,model,alpha,gamma,phi,beta
32,32,179.59282495682808,380.85005152247385,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-gaze-dependent,1.0931314079834882,1.0,0.0,0.02236901193916861
