,subject,nll,bic,model,alpha,gamma,phi,beta
2,2,129.23015292832554,280.12470746546876,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-none_inh-gaze-dependent,0.15272355492580242,1.0,0.033498931130849,0.646503090294065
