,subject,nll,bic,model,alpha,gamma,lam,phi,beta
13,13,158.191983956337,343.4644699236961,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-gaze-dependent_inh-gaze-dependent,0.7683834419119677,0.8387102202406908,0.5375943490243428,0.28096856847768464,0.5013652952724375
