,subject,nll,bic,model,alpha,gamma,lam,phi,beta
3,3,151.41669251841483,329.91388704785174,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-gaze-dependent_inh-gaze-dependent,0.2795896481472869,0.3027404886235626,0.4149531985822592,0.22642242691045217,10.0
