,subject,nll,bic,model,w_p,eta,theta,lam,phi,wd,beta
3,3,121.03125039443651,279.97520360430394,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-free_inh-distance-dependent,0.6484307233229726,0.7324089919306062,0.5619079152182027,0.6494814862009639,6.48796266083712e-06,4.030643018648336,7.9155780143346295
