,subject,nll,bic,model,w_p,eta,theta,lam,phi,wd,beta
42,42,98.19612626111208,234.30495533765512,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-free_inh-distance-dependent,0.5305644909757306,0.9204424919200205,0.42422650746579493,0.7028998382902512,1.7608548486694e-05,14.645153349596175,5.824910058317276
