,subject,nll,bic,model,w_p,eta,theta,lam,phi,wd,beta
21,21,45.43945732795077,128.79161747133247,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-free_inh-distance-dependent,0.6259269527600709,0.994194690934509,0.5681693648461751,0.6001140253784436,1.1832061133898e-05,4.988953682944154,9.981135097233576
