,subject,nll,bic,model,w_p,eta,theta,lam,phi,wd,beta
2,2,89.64452675041318,217.2017563162573,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-free_inh-distance-dependent,0.9136096141775606,1.0,0.7829676301611015,0.7830932506970404,0.00015449671342707917,49.789075168540045,9.93490382156156
