,subject,nll,bic,model,alpha,gamma,theta,phi,wd,w_p,beta
14,14,188.42602438756856,414.76475159056804,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,0.4640443608650234,0.4726962116564103,0.7111258034660751,8.286786162413308e-05,48.94814832066202,0.9726657969034859,0.23361203453055968
