,subject,nll,bic,model,alpha,gamma,theta,phi,wd,w_p,beta
34,34,151.14325967598734,340.1992221674056,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,0.7109714509348529,0.8765395355447694,0.8444004169772034,0.00021111680120100034,49.665537108961125,0.8975679802925902,0.05718895385899434
