,subject,nll,bic,model,alpha,gamma,theta,phi,wd,w_p,beta
43,43,552.6202373186634,1143.1531774527577,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,2.7432558709689583,0.6977541583458793,0.9650666280325462,0.03361904030301105,48.273198064111995,0.5187813628252885,2.7228378720899293
