,subject,nll,bic,model,alpha,gamma,theta,phi,wd,w_p,beta
27,27,138.01909113292973,313.9508850812904,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,0.24827025597160093,1.0,0.6918729890296831,5.349693064161051e-05,42.84929100200676,0.2460309054501571,0.6952866726306468
