,subject,nll,bic,model,alpha,gamma,theta,phi,wd,w_p,beta
13,13,150.03500303956054,337.982708894552,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,0.7188246270675174,0.7715995625775549,0.6312002637980767,6.443563603099509e-05,33.5251463107051,0.8631215713048007,0.07336171296193035
