,subject,nll,bic,model,alpha,gamma,theta,phi,wd,w_p,beta
30,30,111.88564243872977,261.68398769289047,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,0.31027634484110655,1.0,0.9071753173421032,0.0006069006747809414,39.57476369316906,0.08195115220859553,0.5837372202451324
