,subject,nll,bic,model,alpha,gamma,theta,phi,wd,w_p,beta
9,9,105.05141231306229,248.01552744155552,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,0.23173203509362186,0.9999910902688188,0.5919462533282813,9.688154519080191e-05,39.51675327734629,0.0738479096423372,0.7774430754724916
