,subject,nll,bic,model,alpha,gamma,theta,phi,wd,w_p,beta
39,39,230.86657881910173,499.6458604536344,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-distance-dependent,1.038863753537935,0.7500819711511184,0.9373822141303324,0.7445336154769343,24.32877246149011,0.4657481152430627,2.4999771817238665e-08
