subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen,lam,lam_gen,theta,theta_gen
2-mdft,99.68285933645546,226.44622068393303,glickman1layer,0.15462302342668963,,1.0,,3.5899511750580584,,0.0856798125782198,,0.9265304283039865,
