subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen,lam,lam_gen,theta,theta_gen
32-gaze-baseline-dyn,234.21824230388287,495.5169866187878,glickman1layer,0.31722272679385993,,0.2,,3.6561715472351617,0.3394967153862513,0.21979397074190535,0.2030074222504247,0.30024724329965685,
