subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen,lam,lam_gen,theta,theta_gen
37-gaze-baseline-stat,196.28480588370434,419.65011377843075,glickman1layer,0.39864500660105284,,0.2,,1.170147492653376,6.620788947761238,0.010440397650816998,,0.0,
