subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen,lam,lam_gen,theta,theta_gen
42-gaze-baseline-stat,218.89971801850368,464.87993804802943,glickman1layer,0.36901545437059974,,0.4942640820103936,,0.21369662305766743,5.403144122628858,0.008617349101964406,,0.2978736967774013,
