subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen,lam,lam_gen,theta,theta_gen
26-mdft,132.87913554991627,292.8387731108546,glickman1layer,0.3238593825756224,,1.0,,11.610061629767896,,0.972857458023212,,0.9923572974437903,
