subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen,lam,lam_gen,theta,theta_gen
11-pt,153.3083566455815,333.6972153021851,glickman1layer,0.28466705717542135,0.2827417161335148,1.0,1.0,11.026975740943602,10.752997283714455,1.0,,1.0,
