subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen,lam,lam_gen,theta,theta_gen
21-eu,195.1845329765822,417.4495679641865,glickman1layer,0.7950141406697959,0.8256959985765472,1.0,,0.6679322098298704,1.2134934594335964,0.5956420243211934,,0.9479067465032327,
