subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen,lam,lam_gen,theta,theta_gen
27-gaze-baseline-dyn,167.68705738938854,362.45461678979916,glickman1layer,0.17924064544986937,,0.23670246250258792,,5.508566319139014,0.9965818057275536,0.08984351702961481,0.1145771654856416,0.0,
