subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen,lam,lam_gen,theta,theta_gen
1-glickman1layer,123.74985478258756,274.5802115761972,glickman1layer,0.41983051939801025,0.4118769634464562,1.0,1.0,0.7226986877369042,0.7058246706746203,0.09319650221830567,0.082291091998713,0.4499520693327136,0.4707395734711673
