subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen,lam,lam_gen,theta,theta_gen
3-pt,156.02490197464033,339.13030596030274,glickman1layer,0.2911012246457951,0.2772136937271848,0.34129083254934445,0.3070510472921719,9.813198716699514,50.0,0.22293545642893742,,0.9921959263588869,
