subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen,lam,lam_gen,theta,theta_gen
34-glickman1layer,140.2704857244556,307.62147345993327,glickman1layer,0.6499629288007275,0.5913620030924283,1.0,0.8908104993757019,0.9751552784108796,1.1650110875492383,0.3217710582413371,0.2443095436400039,0.7139671906017767,0.7270083444355513
