subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen,lam,lam_gen,theta,theta_gen
15-gaze-baseline-dyn,171.19024876321325,369.4609995374486,glickman1layer,0.37125586123783444,,0.561733731172302,,0.8626365728339478,1.2981952621179538,0.2054535743474732,0.2759399826905527,0.0,
