subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen,lam,lam_gen,theta,theta_gen
22-gaze-baseline-stat,219.2272793128074,465.5350606366369,glickman1layer,0.17317409575836923,,0.2663562555970031,,1.1440587117373355,5.309033715327397,0.0,,0.0,
