subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen,lam,lam_gen,theta,theta_gen
43-glickman1layer,136.7860447837312,300.6525915784845,glickman1layer,1.049259964671624,1.1067711725798433,0.9142255836697826,1.0,0.15755702791941045,0.133051842736483,0.09394375663291005,0.0955276577288078,0.31722423577201664,0.3396341567115105
