subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen,lam,lam_gen,theta,theta_gen
17-eu,208.6008719783562,444.28224596773447,glickman1layer,0.4281809130690133,0.4657626089636168,0.8581234655007257,,2.0635394672398975,4.000443846454459,0.5790082125683629,,0.9408921194367716,
