subject,nll,bic,model,alpha,gamma,beta,lam,theta
7,107.56499902397002,242.21050005896214,glickman1layerduration,0.7018011857691595,0.6249278148820459,0.4690668125862615,0.05183452753884376,0.7782852573222176
