subject,nll,bic,model,alpha,gamma,beta,lam,theta
18,93.7925900426417,214.66568209630552,glickman1layerduration,0.36128853268772126,0.48858494384664025,2.2538330056595566,0.06090127759423753,0.8512313682071901
