subject,nll,bic,model,alpha,gamma,beta,lam,theta
19,132.85781811978836,292.7961382505988,glickman1layerduration,0.5152279548576996,0.5069968278634787,0.6415607008610344,0.0629066281702499,0.5125757724172596
