subject,nll,bic,model,alpha,gamma,beta,lam,theta
0,118.95500780619477,264.9905176234116,glickman1layerduration,0.4134929093727047,0.5243903594274708,2.8440837340076612,0.4333486741201855,0.6235817913017361
