subject,nll,bic,model,alpha,gamma,beta,lam,theta
38,122.60351192500036,272.2875258610228,glickman1layerduration,0.6969509256134957,0.6921148995597421,0.7541561471372664,0.11450865234245208,0.7931534527148314
