,subject,nll,bic,model,alpha,gamma,theta,lam,phi,beta
32,32,173.3071853025246,379.11097301827573,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-gaze-dependent_inh-free,1.11548408656203,1.0,1.0,0.9882194286127067,0.0,0.034409425089087516
